age,gender,degree,born_US,Family_income,nation_education,nation_race,nation_arms,nation_welfare,Assistance_to_the_poor,Assistance_to_other_countries,social_security,pres16,tax,Immigration,race
69,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,white
NA,Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,Disagree,black
49,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,1,NA,white
NA,Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,About right,About right,Too much,NA,NA,About right,Trump,3,NA,white
64,Male,High School,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,black
48,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Disagree,white
39,Female,High School,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,black
26,Female,High School,Yes,"Under $10,000",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,1,Neither,other
49,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,white
35,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,2,Agree,other
52,Male,Graduate,Yes,"$170,000 or over",Too much,Too much,About right,Too much,NA,NA,Too little,Trump,1,NA,white
59,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,Too little,Too much,NA,NA,About right,Clinton,1,Agree,black
37,Female,Graduate,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,1,Neither,black
29,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
68,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too much,NA,NA,Too little,Trump,NA,Strongly agree,white
39,Male,Graduate,Yes,"$170,000 or over",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Strongly disagree,white
41,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too much,NA,NA,About right,Clinton,1,NA,asian
45,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Other,NA,Disagree,white
42,Female,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,2,NA,black
40,Female,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,Neither,black
71,Male,Graduate,Yes,"$90,000 ~ $129,999",Too much,Too much,About right,Too much,NA,NA,Too little,Trump,1,Agree,black
62,Male,Graduate,Yes,"$170,000 or over",Too much,About right,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
44,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,Too little,NA,NA,About right,Trump,2,Neither,white
70,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,Neither,white
37,Male,Bachelors,Yes,"$20,000 ~ $39,999",Too little,About right,About right,About right,NA,NA,About right,Other,2,Strongly agree,white
64,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
67,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,About right,Did not vote,2,Agree,white
43,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Other,1,NA,white
42,Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Disagree,white
75,Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,2,NA,other
85,Male,Bachelors,Yes,Refused,Too little,About right,Too much,About right,NA,NA,About right,Clinton,NA,Disagree,white
59,Male,High School,Yes,"$130,000 ~ $169,999",Too much,Too much,About right,Too much,NA,NA,Too little,Trump,NA,Strongly agree,white
53,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Disagree,black
27,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,NA,white
46,Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,About right,Trump,NA,NA,white
36,Female,Associate College,Yes,"$40,000 ~ $59,999",Too little,Too little,Too little,About right,NA,NA,Too little,Clinton,1,Disagree,black
84,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,2,Neither,white
25,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Disagree,white
74,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,NA,Disagree,white
51,Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,2,Agree,white
42,Male,High School,Yes,NA,Too little,Too little,About right,Too much,NA,NA,Too little,Trump,1,Agree,white
39,Male,High School,Yes,NA,NA,NA,NA,NA,Too much,Too much,About right,Other,1,Neither,white
32,Female,Bachelors,Yes,"Under $10,000",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Neither,other
35,Female,Associate College,Yes,"$90,000 ~ $129,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
57,Female,High School,Yes,"$10,000 ~ $19,999",Too much,Too much,Too little,Too much,NA,NA,Too little,Trump,1,Strongly agree,white
74,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too much,Trump,1,Neither,white
89,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,2,Neither,other
75,Male,Graduate,No,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
67,Male,Graduate,Yes,"$10,000 ~ $19,999",Too much,About right,About right,Too much,NA,NA,About right,Trump,3,NA,white
74,Male,High School,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,white
79,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,3,NA,white
77,Male,Graduate,No,"$170,000 or over",NA,NA,NA,NA,Too little,Too little,About right,Clinton,2,Disagree,asian
66,Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,white
44,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
47,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Agree,black
58,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,1,Neither,black
67,Other,Graduate,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,NA,black
68,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,black
46,Female,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,black
87,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,Neither,white
78,Female,High School,Yes,"$10,000 ~ $19,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
88,Male,Graduate,Yes,"$90,000 ~ $129,999",About right,Too much,Too little,Too much,NA,NA,About right,Trump,1,Strongly agree,white
61,Female,High School,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Agree,white
54,Female,Associate College,No,"$90,000 ~ $129,999",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,NA,Disagree,black
87,Male,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,NA,NA,NA,Too little,Clinton,1,NA,white
51,Female,Bachelors,Yes,"$170,000 or over",Too little,Too little,About right,About right,NA,NA,About right,Clinton,2,Strongly disagree,white
78,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,black
26,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,NA,black
79,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,Agree,white
46,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,black
51,Female,Bachelors,Yes,"$60,000 ~ $89,999",About right,Too much,About right,Too much,NA,NA,About right,Trump,1,NA,white
81,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,About right,Too little,About right,NA,NA,Too little,Trump,1,NA,white
44,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,Disagree,white
80,Female,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,Neither,white
63,Male,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,3,NA,white
40,Female,High School,Yes,"$20,000 ~ $39,999",Too little,About right,About right,About right,NA,NA,Too little,Clinton,2,NA,white
65,Male,High School,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,Disagree,black
72,Male,High School,Yes,"$40,000 ~ $59,999",About right,Too much,Too much,About right,NA,NA,Too little,Trump,1,NA,white
57,Female,Graduate,Yes,"$40,000 ~ $59,999",Too little,About right,About right,Too much,NA,NA,Too little,Clinton,NA,Agree,white
66,Male,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,Agree,white
40,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too much,Too little,About right,NA,NA,About right,Trump,1,NA,white
42,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
55,Male,Bachelors,Yes,"$130,000 ~ $169,999",Too little,About right,Too much,About right,NA,NA,Too much,Trump,2,NA,white
52,Transgender,High School,Yes,"$60,000 ~ $89,999",Too much,Too much,About right,Too much,NA,NA,Too little,Trump,1,NA,white
82,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,NA,Neither,white
68,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,NA,white
39,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Strongly disagree,white
41,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,NA,NA,white
85,Male,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,1,NA,white
80,Male,Bachelors,Yes,"$10,000 ~ $19,999",Too little,Too little,Too little,About right,NA,NA,Too little,Clinton,2,NA,white
75,Female,Less than high school,Yes,NA,NA,NA,NA,NA,Too much,Too much,Too little,Trump,2,Strongly agree,white
80,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Disagree,white
70,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,white
60,Male,Bachelors,Yes,"$170,000 or over",Too little,Too little,About right,Too little,NA,NA,Too much,Other,2,NA,white
40,Male,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,About right,About right,NA,NA,About right,Trump,NA,Strongly disagree,black
60,Female,Associate College,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Disagree,white
59,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,NA,NA,white
72,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,About right,Trump,2,NA,white
48,Female,Less than high school,Yes,"$20,000 ~ $39,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,Neither,white
68,Female,Associate College,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,NA,white
32,Female,Associate College,Yes,"$10,000 ~ $19,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,1,Disagree,black
39,Male,High School,Yes,"$60,000 ~ $89,999",Too little,About right,About right,Too much,NA,NA,Too much,Other,NA,Agree,white
75,Female,High School,No,"Under $10,000",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,black
37,Female,Associate College,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
58,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too much,About right,Too much,NA,NA,Too much,Trump,1,Agree,white
54,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too much,Too little,About right,NA,NA,Too little,Trump,1,NA,white
33,Female,High School,No,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Neither,black
58,Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,About right,About right,About right,NA,NA,About right,Clinton,2,Agree,white
69,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too much,Too much,About right,Clinton,1,NA,white
47,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,1,NA,black
42,Male,Bachelors,No,"$20,000 ~ $39,999",Too little,Too much,About right,About right,NA,NA,Too little,Trump,1,Strongly disagree,white
39,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,1,Strongly disagree,white
50,Female,Associate College,No,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,white
NA,Male,High School,Yes,"$20,000 ~ $39,999",Too little,About right,About right,Too little,NA,NA,Too little,Clinton,2,Agree,white
67,Male,High School,No,"Under $10,000",About right,About right,About right,About right,NA,NA,About right,Trump,1,Neither,white
84,Male,High School,Yes,"$60,000 ~ $89,999",About right,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,Disagree,white
43,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,Strongly disagree,white
51,Female,Graduate,Yes,"$170,000 or over",Too little,Too much,About right,Too much,NA,NA,Too much,Trump,1,NA,white
79,Female,High School,Yes,NA,About right,About right,Too little,Too much,NA,NA,Too little,Trump,1,Strongly agree,white
51,Female,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,Neither,white
50,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,About right,Too much,Too much,NA,NA,Too little,Clinton,3,NA,white
42,Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,NA,Disagree,white
70,Male,High School,No,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
67,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Disagree,white
41,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Trump,1,NA,white
84,Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,Disagree,white
65,Male,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,white
87,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,white
61,Female,High School,Yes,"$10,000 ~ $19,999",Too little,Too much,About right,Too much,NA,NA,Too little,Trump,NA,Agree,white
NA,Male,High School,Yes,"$90,000 ~ $129,999",Too little,Too much,Too little,Too much,NA,NA,NA,Trump,NA,Strongly agree,hispanic
62,Female,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
66,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,2,NA,white
63,Male,Graduate,Yes,"$170,000 or over",Too much,About right,Too little,Too much,NA,NA,About right,Trump,NA,Agree,white
55,Female,Associate College,Yes,"$90,000 ~ $129,999",About right,About right,About right,Too much,NA,NA,Too little,Clinton,1,NA,white
69,Female,Graduate,Yes,"$20,000 ~ $39,999",Too little,Too much,Too little,About right,NA,NA,Too little,Trump,1,Agree,white
68,Male,Graduate,No,NA,About right,About right,Too little,About right,NA,NA,Too little,Trump,NA,Disagree,white
61,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
82,Male,Less than high school,No,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Strongly agree,white
77,Female,High School,Yes,"$60,000 ~ $89,999",About right,About right,About right,Too much,NA,NA,About right,Trump,NA,Strongly agree,white
53,Female,Associate College,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,About right,Clinton,NA,NA,white
72,Female,High School,Yes,"Under $10,000",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
NA,Female,Graduate,Yes,NA,NA,NA,NA,NA,Too much,Too much,Too much,Trump,1,NA,hispanic
31,Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,Too much,NA,NA,About right,Trump,1,Agree,white
67,Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,Disagree,black
79,Female,Associate College,Yes,Refused,Too little,About right,Too little,Too much,NA,NA,Too little,Trump,NA,Strongly agree,white
67,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too much,NA,NA,NA,About right,Clinton,2,NA,white
74,Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,NA,white
70,Female,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,About right,Trump,1,Strongly agree,white
77,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too little,Too much,NA,NA,Too little,Trump,1,Agree,white
79,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too little,Too little,NA,NA,About right,Clinton,2,NA,white
46,Female,Bachelors,Yes,NA,Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,Disagree,white
58,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
52,Female,Graduate,No,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,About right,Other,1,NA,NA
NA,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,black
26,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,Agree,black
70,Female,Less than high school,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,Too much,NA,NA,About right,Trump,NA,Agree,white
75,Male,High School,Yes,"Under $10,000",NA,NA,NA,NA,Too much,Too much,Too little,Trump,2,NA,other
45,Other,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,NA,black
40,Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
46,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Disagree,other
